"FIPS" "geoid" "Stabr" "County_Name" "Rural_Urban_Continuum_Code_2013" "Urban_Influence_2013" "Metro_Nonmetro_2013" "Metro_Micro_Noncore_2013" "year" "oilwithdraw" "gaswithdraw" "oil_change_group" "gas_change_group" "oil_gas_change_group"
"27295" 47057 47057 "TN" "Grainger County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27296" 47059 47059 "TN" "Greene County" 4 5 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27297" 47061 47061 "TN" "Grundy County" 8 7 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27298" 47063 47063 "TN" "Hamblen County" 3 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27299" 47065 47065 "TN" "Hamilton County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27300" 47067 47067 "TN" "Hancock County" 8 7 0 0 "2008" 1247 109542 "Status Quo" "Status Quo" "Status Quo"
"27301" 47069 47069 "TN" "Hardeman County" 6 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27302" 47071 47071 "TN" "Hardin County" 6 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27303" 47073 47073 "TN" "Hawkins County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27304" 47075 47075 "TN" "Haywood County" 6 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27305" 47077 47077 "TN" "Henderson County" 6 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27306" 47079 47079 "TN" "Henry County" 7 8 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27307" 47081 47081 "TN" "Hickman County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27308" 47083 47083 "TN" "Houston County" 8 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27309" 47085 47085 "TN" "Humphreys County" 6 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27310" 47087 47087 "TN" "Jackson County" 8 3 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27311" 47089 47089 "TN" "Jefferson County" 3 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27312" 47091 47091 "TN" "Johnson County" 6 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27313" 47093 47093 "TN" "Knox County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27314" 47095 47095 "TN" "Lake County" 9 9 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27315" 47097 47097 "TN" "Lauderdale County" 6 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27316" 47099 47099 "TN" "Lawrence County" 6 3 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27317" 47101 47101 "TN" "Lewis County" 6 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27318" 47103 47103 "TN" "Lincoln County" 6 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27319" 47105 47105 "TN" "Loudon County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27320" 47107 47107 "TN" "McMinn County" 4 5 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27321" 47109 47109 "TN" "McNairy County" 6 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27322" 47111 47111 "TN" "Macon County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27323" 47113 47113 "TN" "Madison County" 3 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27324" 47115 47115 "TN" "Marion County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27325" 47117 47117 "TN" "Marshall County" 6 3 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27326" 47119 47119 "TN" "Maury County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27327" 47121 47121 "TN" "Meigs County" 8 7 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27328" 47123 47123 "TN" "Monroe County" 6 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27329" 47125 47125 "TN" "Montgomery County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27330" 47127 47127 "TN" "Moore County" 9 8 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27331" 47129 47129 "TN" "Morgan County" 2 2 1 2 "2008" 56062 970978 "Status Quo" "Status Quo" "Status Quo"
"27332" 47131 47131 "TN" "Obion County" 7 8 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27333" 47133 47133 "TN" "Overton County" 7 8 0 1 "2008" 104222 12464 "Status Quo" "Status Quo" "Status Quo"
"27334" 47135 47135 "TN" "Perry County" 8 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27335" 47137 47137 "TN" "Pickett County" 9 10 0 0 "2008" 0 1499 "Status Quo" "Status Quo" "Status Quo"
"27336" 47139 47139 "TN" "Polk County" 3 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27337" 47141 47141 "TN" "Putnam County" 4 3 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27338" 47143 47143 "TN" "Rhea County" 6 5 0 1 "2008" 81 0 "Status Quo" "Status Quo" "Status Quo"
"27339" 47145 47145 "TN" "Roane County" 2 2 1 2 "2008" 0 20155 "Status Quo" "Status Quo" "Status Quo"
"27340" 47147 47147 "TN" "Robertson County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27341" 47149 47149 "TN" "Rutherford County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27342" 47151 47151 "TN" "Scott County" 6 6 0 0 "2008" 40784 620172 "Status Quo" "Status Quo" "Status Quo"
"27343" 47153 47153 "TN" "Sequatchie County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27344" 47155 47155 "TN" "Sevier County" 4 5 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27345" 47157 47157 "TN" "Shelby County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27346" 47159 47159 "TN" "Smith County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27347" 47161 47161 "TN" "Stewart County" 8 7 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27348" 47163 47163 "TN" "Sullivan County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27349" 47165 47165 "TN" "Sumner County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27350" 47167 47167 "TN" "Tipton County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27351" 47169 47169 "TN" "Trousdale County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27352" 47171 47171 "TN" "Unicoi County" 3 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27353" 47173 47173 "TN" "Union County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27354" 47175 47175 "TN" "Van Buren County" 9 10 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27355" 47177 47177 "TN" "Warren County" 6 3 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27356" 47179 47179 "TN" "Washington County" 3 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27357" 47181 47181 "TN" "Wayne County" 8 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27358" 47183 47183 "TN" "Weakley County" 7 8 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27359" 47185 47185 "TN" "White County" 7 9 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27360" 47187 47187 "TN" "Williamson County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27361" 47189 47189 "TN" "Wilson County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27362" 48001 48001 "TX" "Anderson County" 7 8 0 1 "2008" 752567 12044989 "Status Quo" "H_Decline" "H_Decline"
"27363" 48003 48003 "TX" "Andrews County" 6 5 0 1 "2008" 24369924 28964420 "H_Growth" "Status Quo" "H_Growth"
"27364" 48005 48005 "TX" "Angelina County" 5 8 0 1 "2008" 23648 13950213 "Status Quo" "H_Growth" "H_Growth"
"27365" 48007 48007 "TX" "Aransas County" 2 2 1 2 "2008" 457269 12254638 "Status Quo" "Status Quo" "Status Quo"
"27366" 48009 48009 "TX" "Archer County" 3 2 1 2 "2008" 1094258 483307 "H_Decline" "Status Quo" "H_Decline"
"27367" 48011 48011 "TX" "Armstrong County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27368" 48013 48013 "TX" "Atascosa County" 1 1 1 2 "2008" 603752 6184590 "H_Growth" "H_Decline" "H_Growth"
"27369" 48015 48015 "TX" "Austin County" 1 1 1 2 "2008" 377272 7985180 "H_Growth" "H_Decline" "H_Decline"
"27370" 48017 48017 "TX" "Bailey County" 7 9 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27371" 48019 48019 "TX" "Bandera County" 1 1 1 2 "2008" 1737 0 "Status Quo" "Status Quo" "Status Quo"
"27372" 48021 48021 "TX" "Bastrop County" 1 1 1 2 "2008" 574129 367282 "Status Quo" "Status Quo" "Status Quo"
"27373" 48023 48023 "TX" "Baylor County" 8 6 0 0 "2008" 106643 12 "Status Quo" "Status Quo" "Status Quo"
"27374" 48025 48025 "TX" "Bee County" 6 5 0 1 "2008" 527967 40132752 "Status Quo" "Status Quo" "Status Quo"
"27375" 48027 48027 "TX" "Bell County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27376" 48029 48029 "TX" "Bexar County" 1 1 1 2 "2008" 118509 40 "Status Quo" "Status Quo" "Status Quo"
"27377" 48031 48031 "TX" "Blanco County" 8 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27378" 48033 48033 "TX" "Borden County" 8 7 0 0 "2008" 3662527 3609462 "H_Decline" "Status Quo" "H_Decline"
"27379" 48035 48035 "TX" "Bosque County" 6 4 0 0 "2008" 21 237409 "Status Quo" "Status Quo" "Status Quo"
"27380" 48037 48037 "TX" "Bowie County" 3 2 1 2 "2008" 49325 154597 "Status Quo" "Status Quo" "Status Quo"
"27381" 48039 48039 "TX" "Brazoria County" 1 1 1 2 "2008" 2648181 31706236 "H_Decline" "H_Decline" "H_Decline"
"27382" 48041 48041 "TX" "Brazos County" 3 2 1 2 "2008" 1614810 10896816 "H_Decline" "H_Decline" "H_Decline"
"27383" 48043 48043 "TX" "Brewster County" 7 11 0 0 "2008" 0 40 "Status Quo" "Status Quo" "Status Quo"
"27384" 48045 48045 "TX" "Briscoe County" 9 12 0 0 "2008" 664 0 "Status Quo" "Status Quo" "Status Quo"
"27385" 48047 48047 "TX" "Brooks County" 7 9 0 0 "2008" 1117466 50984952 "Status Quo" "H_Decline" "H_Decline"
"27386" 48049 48049 "TX" "Brown County" 5 8 0 1 "2008" 106649 1437101 "Status Quo" "Status Quo" "Status Quo"
"27387" 48051 48051 "TX" "Burleson County" 3 2 1 2 "2008" 2156537 12037220 "H_Decline" "H_Decline" "H_Decline"
"27388" 48053 48053 "TX" "Burnet County" 6 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27389" 48055 48055 "TX" "Caldwell County" 1 1 1 2 "2008" 938159 424408 "H_Growth" "Status Quo" "H_Growth"
"27390" 48057 48057 "TX" "Calhoun County" 6 5 0 1 "2008" 636106 13199402 "Status Quo" "Status Quo" "H_Decline"
"27391" 48059 48059 "TX" "Callahan County" 3 2 1 2 "2008" 225626 1161480 "Status Quo" "Status Quo" "Status Quo"
"27392" 48061 48061 "TX" "Cameron County" 2 2 1 2 "2008" 730 103370 "Status Quo" "Status Quo" "Status Quo"
"27393" 48063 48063 "TX" "Camp County" 6 6 0 0 "2008" 241013 693847 "Status Quo" "Status Quo" "Status Quo"
"27394" 48065 48065 "TX" "Carson County" 2 2 1 2 "2008" 283691 16795028 "Status Quo" "H_Decline" "H_Decline"
"27395" 48067 48067 "TX" "Cass County" 6 6 0 0 "2008" 262581 1949106 "Status Quo" "H_Decline" "H_Decline"
"27396" 48069 48069 "TX" "Castro County" 6 6 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27397" 48071 48071 "TX" "Chambers County" 1 1 1 2 "2008" 947142 10358121 "H_Decline" "H_Decline" "H_Decline"
"27398" 48073 48073 "TX" "Cherokee County" 6 5 0 1 "2008" 269137 28415024 "Status Quo" "H_Growth" "H_Growth"
"27399" 48075 48075 "TX" "Childress County" 7 11 0 0 "2008" 44267 0 "Status Quo" "Status Quo" "Status Quo"
"27400" 48077 48077 "TX" "Clay County" 3 2 1 2 "2008" 631767 692482 "H_Decline" "Status Quo" "H_Decline"
"27401" 48079 48079 "TX" "Cochran County" 9 10 0 0 "2008" 3805770 2541745 "H_Decline" "Status Quo" "H_Decline"
"27402" 48081 48081 "TX" "Coke County" 8 7 0 0 "2008" 564093 3921789 "Status Quo" "Status Quo" "Status Quo"
"27403" 48083 48083 "TX" "Coleman County" 6 6 0 0 "2008" 277717 1635986 "Status Quo" "Status Quo" "Status Quo"
"27404" 48085 48085 "TX" "Collin County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27405" 48087 48087 "TX" "Collingsworth County" 9 10 0 0 "2008" 2053 1318424 "Status Quo" "Status Quo" "Status Quo"
"27406" 48089 48089 "TX" "Colorado County" 6 4 0 0 "2008" 430083 23162192 "Status Quo" "H_Decline" "H_Decline"
"27407" 48091 48091 "TX" "Comal County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27408" 48093 48093 "TX" "Comanche County" 7 9 0 0 "2008" 9054 619594 "Status Quo" "Status Quo" "Status Quo"
"27409" 48095 48095 "TX" "Concho County" 8 6 0 0 "2008" 406405 1366375 "H_Decline" "Status Quo" "H_Decline"
"27410" 48097 48097 "TX" "Cooke County" 6 3 0 1 "2008" 2302456 4828068 "H_Growth" "H_Growth" "H_Growth"
"27411" 48099 48099 "TX" "Coryell County" 2 2 1 2 "2008" 1 0 "Status Quo" "Status Quo" "Status Quo"
"27412" 48101 48101 "TX" "Cottle County" 9 12 0 0 "2008" 189038 6920340 "Status Quo" "Status Quo" "Status Quo"
"27413" 48103 48103 "TX" "Crane County" 6 6 0 0 "2008" 9574036 65729552 "H_Decline" "H_Decline" "H_Decline"
"27414" 48105 48105 "TX" "Crockett County" 7 11 0 0 "2008" 5886779 108945496 "H_Growth" "H_Decline" "H_Decline"
"27415" 48107 48107 "TX" "Crosby County" 2 2 1 2 "2008" 560145 49386 "Status Quo" "Status Quo" "Status Quo"
"27416" 48109 48109 "TX" "Culberson County" 9 12 0 0 "2008" 98679 4374497 "Status Quo" "H_Growth" "H_Growth"
"27417" 48111 48111 "TX" "Dallam County" 7 11 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27418" 48113 48113 "TX" "Dallas County" 1 1 1 2 "2008" 0 3285548 "Status Quo" "H_Growth" "H_Growth"
"27419" 48115 48115 "TX" "Dawson County" 7 8 0 1 "2008" 4218354 2456860 "H_Decline" "Status Quo" "H_Decline"
"27420" 48117 48117 "TX" "Deaf Smith County" 6 5 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27421" 48119 48119 "TX" "Delta County" 8 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27422" 48121 48121 "TX" "Denton County" 1 1 1 2 "2008" 539767 215180528 "H_Growth" "H_Growth" "H_Growth"
"27423" 48123 48123 "TX" "DeWitt County" 6 6 0 0 "2008" 739413 51176768 "H_Growth" "H_Growth" "H_Growth"
"27424" 48125 48125 "TX" "Dickens County" 8 7 0 0 "2008" 1286611 119104 "Status Quo" "Status Quo" "Status Quo"
"27425" 48127 48127 "TX" "Dimmit County" 6 6 0 0 "2008" 961484 4720545 "H_Growth" "H_Growth" "H_Growth"
"27426" 48129 48129 "TX" "Donley County" 8 7 0 0 "2008" 418 15253 "Status Quo" "Status Quo" "Status Quo"
"27427" 48131 48131 "TX" "Duval County" 7 9 0 0 "2008" 1565306 71817920 "H_Decline" "H_Decline" "H_Decline"
"27428" 48133 48133 "TX" "Eastland County" 6 6 0 0 "2008" 349181 5201917 "Status Quo" "Status Quo" "Status Quo"
"27429" 48135 48135 "TX" "Ector County" 3 2 1 2 "2008" 19926360 42498384 "H_Growth" "Status Quo" "H_Growth"
"27430" 48137 48137 "TX" "Edwards County" 9 12 0 0 "2008" 3908 16793858 "Status Quo" "H_Decline" "H_Decline"
"27431" 48139 48139 "TX" "Ellis County" 1 1 1 2 "2008" 269 5956720 "Status Quo" "H_Growth" "H_Growth"
"27432" 48141 48141 "TX" "El Paso County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27433" 48143 48143 "TX" "Erath County" 4 3 0 1 "2008" 57684 9983096 "Status Quo" "H_Growth" "H_Growth"
"27434" 48145 48145 "TX" "Falls County" 2 2 1 2 "2008" 3162 0 "Status Quo" "Status Quo" "Status Quo"
"27435" 48147 48147 "TX" "Fannin County" 6 4 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27436" 48149 48149 "TX" "Fayette County" 6 4 0 0 "2008" 1299271 18042500 "H_Decline" "H_Decline" "H_Decline"
"27437" 48151 48151 "TX" "Fisher County" 8 7 0 0 "2008" 807152 1501848 "Status Quo" "Status Quo" "Status Quo"
"27438" 48153 48153 "TX" "Floyd County" 6 6 0 0 "2008" 1550 0 "Status Quo" "Status Quo" "Status Quo"
"27439" 48155 48155 "TX" "Foard County" 9 10 0 0 "2008" 103697 427298 "Status Quo" "Status Quo" "Status Quo"
"27440" 48157 48157 "TX" "Fort Bend County" 1 1 1 2 "2008" 1999428 24011314 "H_Decline" "H_Decline" "H_Decline"
"27441" 48159 48159 "TX" "Franklin County" 7 9 0 0 "2008" 396427 3518845 "Status Quo" "H_Decline" "H_Decline"
"27442" 48161 48161 "TX" "Freestone County" 7 9 0 0 "2008" 254531 287772032 "Status Quo" "H_Growth" "H_Growth"
"27443" 48163 48163 "TX" "Frio County" 6 4 0 0 "2008" 611141 1824635 "H_Growth" "Status Quo" "H_Growth"
"27444" 48165 48165 "TX" "Gaines County" 7 9 0 0 "2008" 25503988 35433824 "H_Decline" "H_Decline" "H_Decline"
"27445" 48167 48167 "TX" "Galveston County" 1 1 1 2 "2008" 1533206 14761440 "H_Decline" "H_Decline" "H_Decline"
"27446" 48169 48169 "TX" "Garza County" 6 6 0 0 "2008" 3667795 759661 "H_Decline" "Status Quo" "H_Decline"
"27447" 48171 48171 "TX" "Gillespie County" 7 8 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27448" 48173 48173 "TX" "Glasscock County" 8 5 0 1 "2008" 3677317 12804142 "H_Growth" "H_Growth" "H_Growth"
"27449" 48175 48175 "TX" "Goliad County" 3 2 1 2 "2008" 612538 52111164 "H_Decline" "H_Decline" "H_Decline"
"27450" 48177 48177 "TX" "Gonzales County" 6 4 0 0 "2008" 231287 1023621 "H_Growth" "H_Growth" "H_Growth"
"27451" 48179 48179 "TX" "Gray County" 6 5 0 1 "2008" 1161184 12699491 "H_Decline" "H_Decline" "H_Decline"
"27452" 48181 48181 "TX" "Grayson County" 3 2 1 2 "2008" 1157690 5669491 "Status Quo" "Status Quo" "H_Decline"
"27453" 48183 48183 "TX" "Gregg County" 3 2 1 2 "2008" 2735365 59688112 "H_Decline" "H_Decline" "H_Decline"
"27454" 48185 48185 "TX" "Grimes County" 6 4 0 0 "2008" 155022 25546354 "H_Growth" "H_Decline" "H_Decline"
"27455" 48187 48187 "TX" "Guadalupe County" 1 1 1 2 "2008" 1147602 75909 "Status Quo" "Status Quo" "Status Quo"
"27456" 48189 48189 "TX" "Hale County" 4 5 0 1 "2008" 2806339 1485485 "H_Decline" "Status Quo" "H_Decline"
"27457" 48191 48191 "TX" "Hall County" 9 12 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27458" 48193 48193 "TX" "Hamilton County" 6 6 0 0 "2008" 987 157601 "Status Quo" "Status Quo" "Status Quo"
"27459" 48195 48195 "TX" "Hansford County" 7 9 0 0 "2008" 227245 22128360 "Status Quo" "H_Decline" "H_Decline"
"27460" 48197 48197 "TX" "Hardeman County" 9 9 0 0 "2008" 1205700 254792 "H_Decline" "Status Quo" "H_Decline"
"27461" 48199 48199 "TX" "Hardin County" 2 2 1 2 "2008" 2742110 20961446 "Status Quo" "H_Decline" "H_Decline"
"27462" 48201 48201 "TX" "Harris County" 1 1 1 2 "2008" 1816064 24375580 "H_Decline" "H_Decline" "H_Decline"
"27463" 48203 48203 "TX" "Harrison County" 4 5 0 1 "2008" 1502072 147038656 "Status Quo" "H_Growth" "H_Growth"
"27464" 48205 48205 "TX" "Hartley County" 7 11 0 0 "2008" 212169 2147925 "Status Quo" "Status Quo" "Status Quo"
"27465" 48207 48207 "TX" "Haskell County" 6 6 0 0 "2008" 306941 30044 "Status Quo" "Status Quo" "Status Quo"
"27466" 48209 48209 "TX" "Hays County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27467" 48211 48211 "TX" "Hemphill County" 7 11 0 0 "2008" 1838418 146733728 "H_Growth" "H_Growth" "H_Growth"
"27468" 48213 48213 "TX" "Henderson County" 4 3 0 1 "2008" 386840 31255268 "H_Decline" "H_Decline" "H_Decline"
"27469" 48215 48215 "TX" "Hidalgo County" 2 2 1 2 "2008" 3204765 248677648 "H_Decline" "H_Decline" "H_Decline"
"27470" 48217 48217 "TX" "Hill County" 6 4 0 0 "2008" 703 24297952 "Status Quo" "H_Growth" "H_Growth"
"27471" 48219 48219 "TX" "Hockley County" 6 5 0 1 "2008" 18419690 9203796 "H_Decline" "H_Decline" "H_Decline"
"27472" 48221 48221 "TX" "Hood County" 1 1 1 2 "2008" 515443 65578624 "Status Quo" "H_Growth" "H_Growth"
"27473" 48223 48223 "TX" "Hopkins County" 6 3 0 1 "2008" 222040 569453 "Status Quo" "Status Quo" "Status Quo"
"27474" 48225 48225 "TX" "Houston County" 7 9 0 0 "2008" 743001 10364367 "Status Quo" "H_Growth" "H_Growth"
"27475" 48227 48227 "TX" "Howard County" 4 5 0 1 "2008" 5506916 6755429 "Status Quo" "Status Quo" "Status Quo"
"27476" 48229 48229 "TX" "Hudspeth County" 2 2 1 2 "2008" 59 2676 "Status Quo" "Status Quo" "Status Quo"
"27477" 48231 48231 "TX" "Hunt County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27478" 48233 48233 "TX" "Hutchinson County" 6 5 0 1 "2008" 866788 15248650 "H_Decline" "H_Decline" "H_Decline"
"27479" 48235 48235 "TX" "Irion County" 3 2 1 2 "2008" 2554549 15341755 "H_Growth" "Status Quo" "H_Growth"
"27480" 48237 48237 "TX" "Jack County" 6 4 0 0 "2008" 851648 20417280 "Status Quo" "Status Quo" "Status Quo"
"27481" 48239 48239 "TX" "Jackson County" 6 6 0 0 "2008" 1224326 18439912 "H_Decline" "H_Decline" "H_Decline"
"27482" 48241 48241 "TX" "Jasper County" 6 6 0 0 "2008" 637128 15830259 "Status Quo" "H_Growth" "H_Growth"
"27483" 48243 48243 "TX" "Jeff Davis County" 9 12 0 0 "2008" 77 0 "Status Quo" "Status Quo" "Status Quo"
"27484" 48245 48245 "TX" "Jefferson County" 2 2 1 2 "2008" 4127199 63643000 "H_Growth" "H_Growth" "H_Growth"
"27485" 48247 48247 "TX" "Jim Hogg County" 6 6 0 0 "2008" 237923 18312652 "Status Quo" "H_Decline" "H_Decline"
"27486" 48249 48249 "TX" "Jim Wells County" 4 5 0 1 "2008" 179025 6855091 "Status Quo" "H_Decline" "H_Decline"
"27487" 48251 48251 "TX" "Johnson County" 1 1 1 2 "2008" 59212 513652224 "Status Quo" "H_Growth" "H_Growth"
"27488" 48253 48253 "TX" "Jones County" 3 2 1 2 "2008" 767234 396469 "Status Quo" "Status Quo" "Status Quo"
"27489" 48255 48255 "TX" "Karnes County" 6 4 0 0 "2008" 410818 11103742 "H_Growth" "H_Growth" "H_Growth"
"27490" 48257 48257 "TX" "Kaufman County" 1 1 1 2 "2008" 62897 7911 "Status Quo" "Status Quo" "Status Quo"
"27491" 48259 48259 "TX" "Kendall County" 1 1 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27492" 48261 48261 "TX" "Kenedy County" 9 8 0 1 "2008" 266958 51290976 "Status Quo" "Status Quo" "H_Decline"
"27493" 48263 48263 "TX" "Kent County" 9 10 0 0 "2008" 4017331 7239253 "H_Decline" "Status Quo" "H_Decline"
"27494" 48265 48265 "TX" "Kerr County" 4 3 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27495" 48267 48267 "TX" "Kimble County" 7 9 0 0 "2008" 340 90816 "Status Quo" "Status Quo" "Status Quo"
"27496" 48269 48269 "TX" "King County" 9 12 0 0 "2008" 1966076 872103 "H_Decline" "Status Quo" "H_Decline"
"27497" 48271 48271 "TX" "Kinney County" 7 10 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27498" 48273 48273 "TX" "Kleberg County" 4 5 0 1 "2008" 527234 37448540 "Status Quo" "H_Decline" "H_Decline"
"27499" 48275 48275 "TX" "Knox County" 9 12 0 0 "2008" 223425 48 "Status Quo" "Status Quo" "Status Quo"
"27500" 48277 48277 "TX" "Lamar County" 5 8 0 1 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27501" 48279 48279 "TX" "Lamb County" 6 6 0 0 "2008" 684145 188561 "Status Quo" "Status Quo" "Status Quo"
"27502" 48281 48281 "TX" "Lampasas County" 2 2 1 2 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
"27503" 48283 48283 "TX" "La Salle County" 6 6 0 0 "2008" 317841 14955466 "H_Growth" "H_Growth" "H_Growth"
"27504" 48285 48285 "TX" "Lavaca County" 6 6 0 0 "2008" 799949 68588976 "Status Quo" "H_Decline" "H_Decline"
"27505" 48287 48287 "TX" "Lee County" 6 4 0 0 "2008" 1169284 10957597 "H_Decline" "H_Decline" "H_Decline"
"27506" 48289 48289 "TX" "Leon County" 8 7 0 0 "2008" 848116 79726200 "Status Quo" "H_Growth" "H_Growth"
"27507" 48291 48291 "TX" "Liberty County" 1 1 1 2 "2008" 3124634 47364776 "H_Growth" "H_Growth" "H_Growth"
"27508" 48293 48293 "TX" "Limestone County" 6 6 0 0 "2008" 183896 103401048 "Status Quo" "H_Growth" "H_Growth"
"27509" 48295 48295 "TX" "Lipscomb County" 9 12 0 0 "2008" 2309689 74045736 "H_Growth" "H_Growth" "H_Growth"
"27510" 48297 48297 "TX" "Live Oak County" 8 7 0 0 "2008" 799052 24623896 "H_Growth" "H_Growth" "H_Growth"
"27511" 48299 48299 "TX" "Llano County" 7 11 0 0 "2008" 0 0 "Status Quo" "Status Quo" "Status Quo"
